name,information,address,price,owner,house_type,in_pledge,construction_year,ceiling_height,area,room_count,floor_count,floor ,district,url,lat,lon
1-комнатная квартира · 36 м² · 9/9 этаж,"2025 г.п., потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет оптика, меблирована полностью, Продаётся 1 комнатная квартира с дизайнерским ремонт полностью мебелирована в этно стиле ручной работы, все новое никто не жил, торг при осмотре, наличными. 9 этаж сверху…",Байтурсынова 36/1,26500000.0,Хозяин недвижимости,кирпичный дом,False,2025,2.8,36.0,1.0,9.0,9.0,Алматы р-н,https://krisha.kz/a/show/1008742083?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26731,51.112699,71.538487
1-комнатная квартира · 38.72 м² · 6/9 этаж,"жил. комплекс Arena Style, монолитный дом, 2026 г.п., состояние: черновая отделка, потолки 3м., санузел совмещенный, Продается полноценная 1-ком. квартира в ЖК ""Arena Style"", комфорт + класса, 6 этаж из 9. Потолки 3 метра. Увеличенные окна. Закрытый и безопасный двор. Шумоизоляция Acoustic P…",Бухар жырау,29700000.0,Хозяин недвижимости,монолитный дом,False,2026,3.0,38.72,1.0,9.0,6.0,Нура р-н,https://krisha.kz/a/show/1008939751?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26734,51.105469815948,71.390731362909
5-комнатная квартира · 166 м² · 7/8 этаж,"жил. комплекс Triumph Art, монолитный дом, 2021 г.п., потолки 3м., КОМИССИЯ С ПОКУПАТЕЛЯ НЕ БЕРЕТСЯ! КОМИССИЯ С ПОКУПАТЕЛЯ 0 ТЕНГЕ. Срочно продается шикарный 5 комнатный пентхаус самом сердце Левого берега в доме бизнес класса ЖК Triumph Art. Расположен на пересечении Мангилик Ел и Триумфальной Арк…",Мангилик Ел 40,139900000.0,Риелтор,монолитный дом,False,2021,3.0,166.0,5.0,8.0,7.0,Есильский р-н,https://krisha.kz/a/show/1006078883?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26735,51.10334,71.430726
3-комнатная квартира · 66 м² · 9/12 этаж,"жил. комплекс Qaiyndy 2, кирпичный дом, 2025 г.п., состояние: свежий ремонт, потолки 3м., Новая квартира, новый ремонт",Шынгыс айтматова 77/9 2,48500000.0,Хозяин недвижимости,кирпичный дом,False,2025,3.0,66.0,3.0,12.0,9.0,Сарыарка р-н,https://krisha.kz/a/show/1004678380?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26736,51.166606,71.370242
3-комнатная квартира · 110 м² · 7/20 этаж,"жил. комплекс Эдем палас, монолитный дом, 2007 г.п., потолки 2.7м., Жк эдем палас центр города Кенесары Валиханова школы садики цон остановка перед домом продается большая трехкомнатная квартира 110 кв с мебелью, продается за 40 без торга это не дорого, 363 тыс за кв, по старой цене выгодное вложен…",Кенесары 65,40000000.0,Хозяин недвижимости,монолитный дом,False,2007,2.7,110.0,3.0,20.0,7.0,р-н Байконур,https://krisha.kz/a/show/1008540704?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26738,51.167518604177,71.441256438689
3-комнатная квартира · 118 м² · 6/10 этаж,"жил. комплекс Тараз, монолитный дом, 2007 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, интернет проводной, меблирована полностью, Торг уместен",Абая 63,57000000.0,Хозяин недвижимости,монолитный дом,False,2007,2.7,118.0,3.0,10.0,6.0,р-н Байконур,https://krisha.kz/a/show/692243639?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26739,51.170762953487,71.440291266481
3-комнатная квартира · 95 м² · 6/21 этаж,"жил. комплекс Highvill Ishim C, монолитный дом, 2021 г.п., потолки 2.8м., Продается 3х комнатная квартира 95м2, 6 этаж из 30, 2 санузла, все новое в квартире никто не жил балкон паркинг блок С2, срочно горящий вариант 78 800 000 тенге. Агенство 1%",Калдаякова 3,78800000.0,Риелтор,монолитный дом,False,2021,2.8,95.0,3.0,21.0,6.0,Алматы р-н,https://krisha.kz/a/show/1008939684?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26740,51.118770745272,71.460024636831
3-комнатная квартира · 85 м² · 6/9 этаж,"жил. комплекс Аль-Арка, кирпичный дом, 2010 г.п., потолки 2.7м., санузел раздельный, интернет через TV кабель, без мебели, Супер квартира",Павлова 29,28000000.0,Риелтор,кирпичный дом,False,2010,2.7,85.0,3.0,9.0,6.0,Сарыарка р-н,https://krisha.kz/a/show/1008641070?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26741,51.184170233982,71.438450271237
4-комнатная квартира · 61 м² · 5/5 этаж,"панельный дом, 1974 г.п., Ипотека Наличные 12066452",Алексея Петрова 1,24000000.0,Риелтор,панельный дом,False,1974,2.6799999999999997,61.0,4.0,5.0,5.0,Алматы р-н,https://krisha.kz/a/show/1008939558?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26744,51.151789878648,71.46196505886
2-комнатная квартира · 48 м² · 7/12 этаж,"жил. комплекс Evolution, монолитный дом, 2025 г.п., потолки 3м., санузел совмещенный, меблирована полностью",Туран 39,51500000.0,Риелтор,монолитный дом,False,2025,3.0,48.0,2.0,12.0,7.0,Нура р-н,https://krisha.kz/a/show/1008617095?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26745,51.128945243225,71.402328014156
2-комнатная квартира · 41 м² · 7/9 этаж,"жил. комплекс BAIMURA 2, кирпичный дом, 2025 г.п., потолки 3м., Самая классная квартира в доме 🤩 Всё делалось для себя, это не флипперская квартира. Продажа в связи с переездом",Е-15 13 13/1,32900000.0,Риелтор,кирпичный дом,False,2025,3.0,41.0,2.0,9.0,7.0,Нура р-н,https://krisha.kz/a/show/1008939613?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26746,51.126487247668,71.376519130999
2-комнатная квартира · 60 м² · 5/10 этаж,"жил. комплекс Umai, кирпичный дом, 2022 г.п., состояние: свежий ремонт, потолки 3м., санузел совмещенный, интернет через TV кабель, меблирована полностью, ✨ Продаётся новая квартира в престижном районе столицы – Астаны! ✨ Квартира абсолютно новая – только после качественного ремонта. В интерье…",А.Токпанова 8/6,47777777.0,Хозяин недвижимости,кирпичный дом,False,2022,3.0,60.0,2.0,10.0,5.0,Алматы р-н,https://krisha.kz/a/show/1005870332?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26747,51.13681219389,71.460147039948
1-комнатная квартира · 49 м² · 6/24 этаж,"жил. комплекс Millenium Park, монолитный дом, 2014 г.п., состояние: не новый, но аккуратный ремонт, потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, меблирована полностью, Жк комфорт класс Развитая локация! рядом Мечеть Азрет Султан, университет Шабыт, шко…",Калибек Куанышбаев 9/1 9/2 9/3,31000000.0,Хозяин недвижимости,монолитный дом,False,2014,3.0,49.0,1.0,24.0,6.0,Сарайшык р-н,https://krisha.kz/a/show/1008540479?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26748,51.119904651901,71.476090179858
4-комнатная квартира · 129 м² · 10/13 этаж,"2021 г.п., потолки 2.8м., санузел 2 с/у и более, Просторная 4-комнатная квартира в ЖК Only San Застройщик — BI Group 🔹 Площадь — 130 м² 🔹 10 этаж из 13 🔹 Полноценная планировка, большие комнаты Квартира в отличном состоянии, все документы готовы. Возможна продажа с мебелью и техникой…",мангилик 60,95000000.0,Риелтор,монолитный дом,False,2021,2.8,129.0,4.0,13.0,10.0,Есильский р-н,https://krisha.kz/a/show/1008939608?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26749,51.087864808877,71.425287865762
4-комнатная квартира · 128 м² · 10/12 этаж,"жил. комплекс Only Sun & Moon, монолитный дом, 2020 г.п., потолки 2.8м., ☀️ ЖК Only Sun | 4-комнатная квартира | горячая цена Продаётся 4-комнатная квартира в ЖК Only Sun — самая низкая цена в комплексе. 📐 Площадь: 128 м² 🏢 Этаж: 10 из 12 🛋 Формат: просторная планировка для семьи 🔥 Горячая цена…",Манглик Ел 60,95000000.0,Риелтор,монолитный дом,False,2020,2.8,128.0,4.0,12.0,10.0,Есильский р-н,https://krisha.kz/a/show/1008939595?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26750,51.08731093976,71.424865711027
2-комнатная квартира · 64.4 м² · 11/18 этаж,"жил. комплекс 7 Континент, монолитный дом, 2007 г.п., потолки 3м., Элегантное пространство для жизни и инвестиций в сердце Астаны! Продается просторная 2-комнатная квартира студийного типа в ЖК “Седьмой континент” – доме бизнес-класса в золотом квадрате столицы. • Площадь: 64,4 м² • Этаж: 11/18 •…",Иманбаевой,29000000.0,Риелтор,монолитный дом,False,2007,3.0,64.4,2.0,18.0,11.0,р-н Байконур,https://krisha.kz/a/show/1008939584?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26751,51.1653934537,71.433062720389
3-комнатная квартира · 104.4 м² · 10/12 этаж,"В залоге, жил. комплекс Premier Palace, кирпичный дом, 2018 г.п., потолки 3.3м., санузел 2 с/у и более, меблирована полностью, ✅ Пластиковые окна, кухня-студия, встроенная кухня, новая сантехника, тихий двор. ✅ Продам евро 3-комнатную квартиру в топовой локации правого берега Астаны. ✅ Парк…",Жумекен Нажимеденов,76000000.0,Хозяин недвижимости,кирпичный дом,True,2018,3.3,104.4,3.0,12.0,10.0,Алматы р-н,https://krisha.kz/a/show/1008054968?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26753,51.118432007557,71.474776669363
2-комнатная квартира · 40 м² · 11/12 этаж,"жил. комплекс Tasty, монолитный дом, 2024 г.п., потолки 2.7м., Мы НЕ БЕРЕМ КОМИССИЮ С ПОКУПАТЕЛЯ! Продаётся новая квартира по ДДУ! Только наличный расчёт. Площадь: 40 м² Район: Нұрлы Жол — современный, быстроразвивающийся район Новый дом, продуманная планировка Отлично подходит для инвестиций: посл…",М. Тынышбайулы,20500000.0,Риелтор,монолитный дом,False,2024,2.7,40.0,2.0,12.0,11.0,Сарыарка р-н,https://krisha.kz/a/show/1008939352?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26755,51.115228333009,71.535925308371
1-комнатная квартира · 54 м² · 15/16 этаж,"жил. комплекс Саржайлау, монолитный дом, 2017 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел совмещенный, Срочная продажа Продаётся уютная 1-комнатная квартира в современном ЖК «Саржайлау», район Нура. Квартира расположена на 15 этаже 18-этажного дома, оборудованного…",Коргалжынское шоссе 25,22000000.0,Риелтор,монолитный дом,False,2017,2.7,54.0,1.0,16.0,15.0,Нура р-н,https://krisha.kz/a/show/1008416382?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26756,51.147565544666,71.366727340912
2-комнатная квартира · 47.2 м² · 5/6 этаж,"1990 г.п., санузел раздельный, без мебели, 12080569 Продаётся уютная, светлая и просторная квартира с удобной планировкой в районе с развитой инфраструктурой. Рядом находятся школы, детские сады, магазины, аптеки, остановки общественного транспорта и зоны отдыха. Дом ухоженный, чистый подъезд, спок…",Акбидай 15,15500000.0,Риелтор,кирпичный дом,False,1990,2.7,47.2,2.0,6.0,5.0,Сарыарка р-н,https://krisha.kz/a/show/1008939050?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26759,51.205667,71.400183
3-комнатная квартира · 86.8 м² · 6/12 этаж,"жил. комплекс Capital Park. Flowers, монолитный дом, 2022 г.п., потолки 3м., 3-комнатная квартира в доме класса «Комфорт+» от BI Group Лучший район Астаны — рядом со Сфера-парком и Президентским парком Светлая, уютная и продуманная квартира в одном из самых востребованных жилых районов город…",Аль-Фараби 11/1,81000000.0,Риелтор,монолитный дом,False,2022,3.0,86.8,3.0,12.0,6.0,Есильский р-н,https://krisha.kz/a/show/1008938720?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26760,51.097179652802,71.45056145359
2-комнатная квартира · 37 м² · 9/9 этаж,"кирпичный дом, 2025 г.п., Супер Горящий вариант! Документы готовы в ИПОТЕКУ 23 500 000 🚫 МЫ НЕ БЕРЁМ КОМИССИЮ С ПОКУПАТЕЛЯ! ПОЛНОЕ СОПРОВОЖДЕНИЕ СДЕЛКИ Продаётся евро-двушка в ЖК “Classic""! Современная квартира, после ремонта, Полностью меблирована! Удобная планировка евро-формата: кухня-гостиная…",улица Жұмекен Нәжімеденов 52б,22450000.0,Риелтор,кирпичный дом,False,2025,2.88,37.0,2.0,9.0,9.0,Сарайшык р-н,https://krisha.kz/a/show/1007956362?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26763,51.110805,71.521932
3-комнатная квартира · 85 м² · 1/12 этаж,"жил. комплекс Monaco Residence, монолитный дом, 2021 г.п., потолки 3м., В продаже очень стильная трёхкомнатная квартира в жилом комплексе — Monaco Residence 🤍 ✨ Премиальный блок ✨ Застройщик — Bazis-A 85 м² 💰 110.000.000 тенге Эта квартира — про вкус, статус и комфорт. Идеальные пропорц…",Шамши Калдаяков,109999990.0,Риелтор,монолитный дом,False,2021,3.0,85.0,3.0,12.0,1.0,Алматы р-н,https://krisha.kz/a/show/1008939033?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26764,51.115698740539,71.461850549584
2-комнатная квартира · 65 м² · 8/12 этаж,"монолитный дом, 2021 г.п., состояние: свежий ремонт, потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, без мебели, 🔥 СРОЧНО продаётся евро-2 комнатная квартира в ЖК Delta Prime 🔥 📍 Левый берег, ул. Ж. Молдагалиева, 13 Основные характеристики: Формат: евр…",Молдагалиева,47500000.0,Риелтор,монолитный дом,False,2021,3.0,65.0,2.0,12.0,8.0,Нура р-н,https://krisha.kz/a/show/1008938490?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26765,51.124314264893,71.377778042922
1-комнатная квартира · 31 м² · 4/6 этаж,"жил. комплекс Akjol, кирпичный дом, 2024 г.п., состояние: свежий ремонт, потолки 2.7м., санузел совмещенный, интернет ADSL, меблирована частично, Продам квартиру! По всем вопросам звонить, собственник, мебель остается вся!",Аль Фараби 76,17500000.0,Хозяин недвижимости,кирпичный дом,False,2024,2.7,31.0,1.0,6.0,4.0,Есильский р-н,https://krisha.kz/a/show/1008939491?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26766,51.050387399194,71.435479848265
3-комнатная квартира · 62.1 м² · 3/3 этаж,"кирпичный дом, 1961 г.п., потолки 3м., санузел раздельный, интернет через TV кабель, меблирована частично, Правы берег, рядом променад, набережная конгресс хол тихи двор, есть комната в подвале заменили тепло обменики, дома тепло, стены пол метра начали ремонт в подвале, продаю связи переездом, нуж…",Азербайджан Мамбетова 5/1,24800000.0,Хозяин недвижимости,кирпичный дом,False,1961,3.0,62.1,3.0,3.0,3.0,Сарыарка р-н,https://krisha.kz/a/show/761533352?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26767,51.166634,71.422237
3-комнатная квартира · 82.1 м² · 2/7 этаж,"жил. комплекс Samal Park, монолитный дом, 2025 г.п., потолки 3.3м., Самал парк бизнес блок • Потолки 3, 3 м окна до пола Удвери 2, 8 м У начаты ремонтные работы: - протянута электропроводка по стандарту - стены выровнены штукатуркой под маяк рядом 3 школы, в шаговой доступности детские садики сфе…",Улица Жошы хан 17,57500000.0,Риелтор,монолитный дом,False,2025,3.3,82.1,3.0,7.0,2.0,Есильский р-н,https://krisha.kz/a/show/1008936233?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26768,51.103936990544,71.442469731175
2-комнатная квартира · 71 м² · 2/16 этаж,"жил. комплекс Anisa, 2021 г.п., потолки 3м., санузел раздельный, меблирована полностью, Продаётся светлая и просторная квартира в ЖК Anisa 🏢 Площадь — 71 м², удобная планировка распашонка (окна на две стороны), что обеспечивает отличную вентиляцию и естественное освещение. 🔹 Комфорт-класс от наде…",Кайым Мухамедханов 23а,42000000.0,Риелтор,кирпичный дом,False,2021,3.0,71.0,2.0,16.0,2.0,Нура р-н,https://krisha.kz/a/show/1008939144?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26769,51.142197856634,71.378878969775
2-комнатная квартира · 84.2 м² · 3/8 этаж,"кирпичный дом, 2025 г.п., состояние: черновая отделка, санузел 2 с/у и более, 🔥 Квартира в клубном доме бизнес-класса! (Отдел продаж застройщика) • Витражные окна максимум света и пространства • Потолки 3 м статус и воздух • Электронные замки с Face ID современная безопасность • Очень тёплый до…",мкр Комсомольский Баян сулу 42,57256000.0,Риелтор,кирпичный дом,False,2025,3.0,84.2,2.0,8.0,3.0,Есильский р-н,https://krisha.kz/a/show/1007940102?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26770,51.144591,71.386762
2-комнатная квартира · 53 м² · 9/9 этаж,"жил. комплекс Dastur, кирпичный дом, 2020 г.п., состояние: свежий ремонт, потолки 3м., 🔥 СРОЧНАЯ ПРОДАЖА! ЖК «DASTUR» — комфорт +, кирпичный дом от ULYTAU GROUP 🔥 🏢 О жилом комплексе: — Класс жилья: Комфорт+ — Дом из красного кирпича — отличная тепло- и шумоизоляция — Этаж: 9 из 9 — тишина, никак…",Толе би,40000000.0,Риелтор,кирпичный дом,False,2020,3.0,53.0,2.0,9.0,9.0,Нура р-н,https://krisha.kz/a/show/1008938954?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26772,51.097679364643,71.386452913175
2-комнатная квартира · 48.48 м² · 14/14 этаж,"жил. комплекс Jetisu.Kerbez, монолитный дом, 2025 г.п., состояние: черновая отделка, потолки 2.7м., санузел совмещенный, 🏢 О жилом комплексе: • Современный ЖК Jetisu Kerbez 2 • Закрытая и благоустроенная территория • Детские и спортивные площадки • Видеонаблюдение, парковка • Тихий и развивающий…",Е 915 17,27500000.0,Хозяин недвижимости,монолитный дом,False,2025,2.7,48.48,2.0,14.0,14.0,Есильский р-н,https://krisha.kz/a/show/1008059884?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26773,51.087371,71.464278
1-комнатная квартира · 37 м²,"жил. комплекс Altyn Besik, монолитный дом, 2024 г.п., потолки 2.8м., 🔥🔥🔥Пластиковые окна, неугловая, улучшенная, новая сантехника, счётчики. Продам 1-комн. квартиру в перспективном районе Астаны 🏙, 10 минут на машине 🚗 до Ellington Mall 🛍 — крупнейшего ТРЦ в Средней Азии! ✨ 🏠 О квартире: Светлая…",Казыбек би 35/1,23000000.0,Риелтор,монолитный дом,False,2024,2.8,37.0,1.0,11.0,,Нура р-н,https://krisha.kz/a/show/1008939090?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26774,51.102589911568,71.382900284835
2-комнатная квартира · 82.1 м² · 2/7 этаж,"жил. комплекс Samal Park, монолитный дом, 2025 г.п., состояние: черновая отделка, потолки 3.3м., Samal Park — бизнес-блок Продаётся квартира в современном полностью кирпичном доме бизнес-класса. Преимущества квартиры: • Потолки 3,3 м • Панорамные окна в пол • Межкомнатные двери высотой 2,8 м • Уже…",Улица Жошы хан 17,57500000.0,Риелтор,монолитный дом,False,2025,3.3,82.1,2.0,7.0,2.0,Есильский р-н,https://krisha.kz/a/show/1008937104?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26776,51.103936990544,71.442469731175
1-комнатная квартира · 40.2 м² · 9/12 этаж,"жил. комплекс Rio de Janeiro, кирпичный дом, 2025 г.п., состояние: черновая отделка, потолки 2.7м., Rio 3. 1 квартира. 40.3 кв м. сдача объекта весной 2026 г",Бейбарыс Султан 25,15000000.0,Хозяин недвижимости,кирпичный дом,False,2025,2.7,40.2,1.0,12.0,9.0,Сарыарка р-н,https://krisha.kz/a/show/1008259590?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26778,51.170618303946,71.352739333888
1-комнатная квартира · 32 м² · 2/9 этаж,"жил. комплекс Айбике, кирпичный дом, 2021 г.п., состояние: свежий ремонт, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет ADSL, 🔥🔥🔥 Горячее предложение! 🔥🔥🔥 💎СРОЧНО ПРОДАМ 1 комнатная квартира аура хорошая 🚪 Квартира в хорошем состоянии — заезжай и живи 📄 Документы чистые — и…",Аманжол Болекпаев 22,20000000.0,Риелтор,кирпичный дом,False,2021,2.7,32.0,1.0,9.0,2.0,Сарайшык р-н,https://krisha.kz/a/show/1008938079?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26779,51.120645958455,71.510228747027
2-комнатная квартира · 50 м² · 4/9 этаж,"жил. комплекс Alan, монолитный дом, 2019 г.п., состояние: не новый, но аккуратный ремонт, потолки 2.7м., санузел совмещенный, меблирована частично, Застройщик BI Group, обслуживание BI Service. Удобная транспортная развязка. Рядом школа-лицей Дарын, Binom, ФерМаг, недалеко район ЭКСПО. Скво…",Улы Дала 61,35000000.0,Хозяин недвижимости,монолитный дом,False,2019,2.7,50.0,2.0,9.0,4.0,Есильский р-н,https://krisha.kz/a/show/761312253?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26780,51.094386,71.43899
1-комнатная квартира · 43 м² · 4/9 этаж,"жил. комплекс Sezim Qala. Orken, монолитный дом, 2025 г.п., состояние: свежий ремонт, потолки 2.7м., 🏡 Продается Кухня студия ЕВРОДВУШКА в новом доме • Астана, ж/к Sezim Qala Orken 📍 Адрес: ул. Туран 55/16 В современном жилом комплексе Sezim Qala Orken, удобен как для жилья так и для сдачи в аренд…",Туран 55/16,30500000.0,Хозяин недвижимости,монолитный дом,False,2025,2.7,43.0,1.0,9.0,4.0,Нура р-н,https://krisha.kz/a/show/1007856763?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26785,51.114916,71.392862
3-комнатная квартира · 90 м² · 3/8 этаж,"жил. комплекс Salzburg, монолитный дом, 2026 г.п., состояние: свободная планировка, потолки 3м., санузел 2 с/у и более, ЖК Salzburg Продаю полноценную 3х комнатную квартиру! - Дом от BAZIS - Городской романс - Ключи и документы на руках - Окна не две стороны (на Школу и в ЖК Austria) - Удоб…",Абубакир Тыныбаев 10,85000000.0,Хозяин недвижимости,монолитный дом,False,2026,3.0,90.0,3.0,8.0,3.0,Алматы р-н,https://krisha.kz/a/show/1006811990?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26786,51.114230686551,71.460429181866
3-комнатная квартира · 136.9 м² · 3/4 этаж,"жил. комплекс Deluxe Town, кирпичный дом, 2015 г.п., состояние: не новый, но аккуратный ремонт, потолки 3.2м., санузел 2 с/у и более, интернет оптика, меблирована полностью, Продам 3-комнатную квартиру. Дом одноподъездный. Состоит из: 4-этажного дома, квартира находится на 3-м этаже. На площа…",Табыс,130000000.0,Хозяин недвижимости,кирпичный дом,False,2015,3.2,136.9,3.0,4.0,3.0,Есильский р-н,https://krisha.kz/a/show/1003850597?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26787,51.086500029695,71.436236461886
3-комнатная квартира · 94.4 м² · 6/7 этаж,"жил. комплекс Sati Club House, кирпичный дом, 2021 г.п., потолки 3м., Продается просторная и комфортная 3-комнатная квартира в ЖК Sati Club House, в доме бизнес-класса от застройщика Kappas Group! Характеристики: Площадь: 94,4 м² Этаж: 6 / 7 Состояние: Евроремонт Год постройки: 2021 Тип стен: Кирпи…",Мангилик Ел 4,80000000.0,Риелтор,кирпичный дом,False,2021,3.0,94.4,3.0,7.0,6.0,Есильский р-н,https://krisha.kz/a/show/1008939159?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26788,51.074437614257,71.420585698988
2-комнатная квартира · 45 м² · 4/8 этаж,"кирпичный дом, 2021 г.п., состояние: черновая отделка, потолки 2.8м., санузел совмещенный, ☘️☘️☘️☘️☘️ ✨ Тёплая квартира — можно заезжать сразу! ✨ 🏡 Дом тёплый — комфорт круглый год 🔑 Ключи уже на руках — без ожиданий 🔌 Все коммуникации подключены 🧭 Распашонка — светло и удобно 🛠 Можно сразу дела…",Байтурсынова 38,15500000.0,Риелтор,кирпичный дом,False,2021,2.8,45.0,2.0,8.0,4.0,Алматы р-н,https://krisha.kz/a/show/1008857948?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26789,51.112761,71.541245
3-комнатная квартира · 62.7 м² · 5/5 этаж,"панельный дом, 1987 г.п., потолки 2.7м., санузел раздельный, телефон: нет, интернет оптика, меблирована полностью, Продам трехкомнатную квартиру, хорошая квадратура, просторный балкон, свежий ремонт, гарантия на крышу, уместен небольшой торг. Рядом детский сад, школа гимназия 22, магнум. Всё буквал…",Жирентаева 22/1,27000000.0,Хозяин недвижимости,панельный дом,False,1987,2.7,62.7,3.0,5.0,5.0,Алматы р-н,https://krisha.kz/a/show/1008939183?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26790,51.15497,71.475569
2-комнатная квартира · 50.9 м² · 1/10 этаж,"панельный дом, 1989 г.п., 🏠 Продается полноценная 2-х комнатная квартира в хорошем районе возле ТД Гульжан. Удобная планировка, изолированные комнаты, просторный коридор, раздельный санузел, балкон остеклен, на окнах установлены решетки, натяжные потолки на потолках. Отдельный удобный закрытый…",Абылайхана 36,21890000.0,Риелтор,панельный дом,False,1989,2.66,50.9,2.0,10.0,1.0,Алматы р-н,https://krisha.kz/a/show/1008939154?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26791,51.153958429951,71.487404595245
1-комнатная квартира · 38 м² · 11/12 этаж,"жил. комплекс Rio de Janeiro, кирпичный дом, 2026 г.п., потолки 2.7м., санузел совмещенный, Кирпичный дом. Срок сдачи 1 квартал 2026 г. 2 очередь! За наличный расчет по переуступке прав ДДУ",Бейбарыс Султан 25,17500000.0,Хозяин недвижимости,кирпичный дом,False,2026,2.7,38.0,1.0,12.0,11.0,Сарыарка р-н,https://krisha.kz/a/show/1008540277?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26792,51.170618303946,71.352739333888
2-комнатная квартира · 46.03 м² · 4/9 этаж,"жил. комплекс Aisar, монолитный дом, 2025 г.п., состояние: черновая отделка, потолки 3м., санузел совмещенный, ЖК Aisar 2. Дом Комфорт + класса. Малоэтажный и малоквартирный дом. Застройщик BI Group, кухня - студия, предчистовая отделка, электрика проведена. Ключи на руках",Е-321 6,29000000.0,Хозяин недвижимости,монолитный дом,False,2025,3.0,46.03,2.0,9.0,4.0,Есильский р-н,https://krisha.kz/a/show/1008079404?srchid=019bfd61-b065-70da-a6c1-9399ef9eb35c&srchtype=filter&srchpos=26793,51.063499269664,71.423041552921
